       Địa chỉ  Quận  Huyện  Loại hình nhà ở  Giấy tờ pháp lý  Số tầng  Số phòng ngủ  Diện tích          Dài     Rộng           Giá
78498     1842    11     30                0                0      5.0           6.0       60.0      15.0000     4.00  8.333000e+10
78503      390     3    110                0                0      5.0           6.0       52.0      11.0000     4.00  4.712000e+10
78506     2329     6     16                0                0      5.0           3.0       30.0       6.0000     5.00  9.167000e+10
78512     4080     0    170                0                0      3.0           4.0       40.0      10.0000    41.00  9.625000e+10
78514     4081     1      1                0                0      2.0           3.0       38.0     700.0000   410.00  3.947000e+10
78546      569     1    144                1                0      4.0           3.0       31.0       8.0000     4.00  7.581000e+10
78563     4082     0    166                0                0      5.0           3.0       38.0       9.0000     4.00  1.078900e+11
78569     4083    11     47                1                0      6.0           6.0       71.0       5.3000     4.50  1.353500e+11
78583     2818    12    154                0                0      3.0           3.0       38.0       8.0000     5.00  3.737000e+10
78601      218     0      0                0                0      5.0           6.0       60.0      16.0000     4.00  8.333000e+10
78604     2811     0    170                0                0      3.0           3.0       20.0       6.0000     3.00  1.095000e+11
78611     1513    11     47                0                0      6.0          11.0       70.0      14.0000     5.00  6.786000e+10
78621     4084     8     75                0                0      4.0           4.0       37.0       6.0000     6.00  7.297000e+10
78627     4085     2    108                1                0      4.0           4.0       95.0      17.0000     4.00  9.474000e+10
78631      420    11     30                0                0      4.0           5.0       39.0      11.0000     3.00  1.230800e+11
78646       33     5     26                1                0      5.0           4.0       50.0      10.0000     5.00  1.000000e+11
78666      541     6     46                0                0      6.0           9.0       55.0      13.7500     4.00  1.200000e+11
78674     4086    11     47                1                0      4.0           3.0       67.0       5.0000     4.00  1.000000e+11
78678      512     7     52                1                0      7.0           7.0      190.0      31.5000     6.00  1.357900e+11
78679     4087     2     94                1                0      5.0           4.0      117.0      15.0000     7.80  1.282100e+11
78683      139     7     80                0                0      5.0           4.0       30.0       6.0000     5.00  8.500000e+10
78694     4088     5     50                0                0      5.0           3.0       43.0      10.0000     4.00  6.047000e+10
78703      263     2     69                0                0      5.0           4.0       35.0       9.0000     4.00  7.286000e+10
78708     4089     6    121                0                0      5.0           4.0       36.0       6.0000     6.00  1.105600e+11
78712      790     7    137                0                0      4.0           4.0       45.0      14.2000     3.50  7.733000e+10
78722     2606     6    108                0                0      4.0           3.0       33.0      10.0000     3.00  1.060600e+11
78725      663     2     94                0                0      5.0           7.0       46.0      14.0000     3.00  9.783000e+10
78751     4090     3    152                0                0      2.0           7.0       66.0      15.0000     4.00  5.303000e+10
78756      246     5     51                1                0      4.0           4.0       48.0       9.0000     6.00  2.958300e+11
78770     4091     8     12                0                0      3.0           2.0       32.0       8.0000     4.00  1.031300e+11
78771     2583    11     28                1                0      5.0          10.0       30.0       7.5000     4.00  3.000000e+11
78774     2537     0     73                0                0      5.0           3.0       38.0       9.0000     4.00  8.684000e+10
78783      438     8    119                0                0      3.0           2.0       20.0       8.0000     3.00  9.300000e+10
78785     4092     6     82                0                0      5.0           3.0       30.0       5.0000     6.00  9.167000e+10
78794      910     6     24                1                0      9.0          10.0      130.0      19.0000     6.80  5.230800e+11
78811      872    11     47                0                0      5.0           5.0       38.0      10.0000     3.00  8.816000e+10
78825     4093     0     25                0                0      3.0           4.0       24.0       6.0000     4.00  6.875000e+10
78835      387    11     61                0                0      4.0           5.0       35.0       7.0000     5.00  9.286000e+10
78836     4094    20    169                0                0      3.0           3.0       30.0      10.0000     3.00  4.633000e+10
78838     4095     7     35                0                0      4.0           3.0       56.0      14.0000     4.00  7.054000e+10
78842       17     6     15                0                0      5.0           6.0       50.0      12.0000     4.00  9.700000e+10
78846        6     5      6                0                0      4.0           4.0       45.0      10.0000     4.00  1.600000e+11
78850     2385    13    208                0                0      1.0           2.0       48.0       5.0000     4.00  2.600000e+10
78852     1838     0     11                0                0      4.0           3.0       38.0       7.0000     5.00  1.500000e+11
78854     1164     7     35                1                0      7.0           8.0      183.0      37.0000     5.00  1.448100e+11
78857      216     0     87                0                0      5.0           3.0       29.0       4.0000     6.00  7.931000e+10
78863     1428     6    145                0                0      5.0           4.0       61.0      12.0000     4.00  9.344000e+10
78869     4096     5    135                0                0      5.0           3.0       30.0       8.0000     3.90  8.333000e+10
78872     2947    12    182                2                0      5.0           6.0      350.0      26.0000    14.00  2.857000e+10
78883      601     7     74                1                0      1.0           1.0       75.0      10.0000     7.00  1.360000e+11
78894     4097    11     61                0                0      4.0           4.0       50.0      12.0000     4.00  7.998000e+10
78905       72     6     24                0                0      5.0           5.0       68.0      21.9000     3.10  6.765000e+10
78908       16     3     14                1                0      4.0           4.0       58.0      13.0000     4.00  1.155200e+11
78962      365     6     98                0                0      4.0           3.0       35.0      10.0000     3.00  7.971000e+10
78972       33     5     26                0                0      3.0           3.0       30.0       8.0000     4.00  7.333000e+10
78975      438     8    119                0                0      3.0           2.0       18.0       7.0000     3.00  1.027800e+11
78985      139     7     80                0                0      5.0           3.0       30.0       6.0000     5.00  8.500000e+10
78990     3975     0    166                1                0      8.0          10.0      140.0      23.0000     6.00  2.357100e+11
79001      516     6    108                0                0      1.0           2.0       38.0       9.0000     4.00  9.474000e+10
79008     2002    11     29                2                0      5.0           4.0       55.0      11.0000     5.00  1.636400e+11
79013      604    10    138                0                0      5.0           3.0       57.0      13.0000     4.00  9.123000e+10
79014     4098     1      1                0                0      4.0           4.0       70.0      17.0000     4.00  6.143000e+10
79027      501    11     28                0                0      5.0           3.0       32.0       8.0000     4.00  1.156300e+11
79035     4099     7    102                1                0      5.0           3.0       30.0       5.0000     6.00  8.833000e+10
79040      800     6     13                0                0      5.0           4.0       40.0       9.0000     4.00  1.850000e+11
79067     1118     4    162                0                0      5.0           3.0       25.0       8.0000     3.20  8.400000e+10
79077     1399     2      7                0                0      4.0           5.0       33.0     105.0000    32.00  4.848000e+10
79078      824     5     26                0                0      5.0           6.0       40.0      10.0000     4.00  9.250000e+10
79087      800     6     13                0                0      5.0           4.0       36.0      10.0000     3.60  1.277800e+11
79089       33     5     26                1                0      7.0          11.0      150.0      21.0000     7.00  1.666700e+11
79100        1     1      1                1                0      5.0           5.0       45.0      12.0000     4.00  1.600000e+11
79106     1196     3    122                0                0      5.0           3.0       30.0       8.0000     3.00  1.100000e+11
79111     4100    11     30                2                0      5.0           4.0       50.0       6.8000     7.40  1.320000e+11
79114      928     1     31                0                0      4.0           5.0       46.0      10.0000     5.00  6.957000e+10
79118        6     5      6                0                0      5.0           4.0       32.0       8.0000     4.00  1.031300e+11
79121     2131     2     19                1                0      3.0           2.0       50.0      12.0000     4.00  1.040000e+11
79124      485     7    137                0                0      5.0           3.0       38.0      10.0000     3.00  6.579000e+10
79125      968    11    114                0                0      5.0           3.0       50.0      10.0000     4.00  1.760000e+11
79126      511     0    141                1                0      5.0           4.0       42.0      82.0000     5.00  1.059500e+11
79128      492     8     54                0                0      5.0           3.0       46.0      10.0000     4.00  9.022000e+10
79129      139     7     80                0                0      5.0           3.0       30.0       6.0000     5.00  8.467000e+10
79135     4101    14    175                0                0      3.0           2.0       23.0       8.0000     3.00  8.478000e+10
79136      501    11     28                1                0      5.0           4.0       69.0      19.0000     5.00  9.420000e+10
79140     4102     3     32                0                0      4.0           4.0       56.0       9.0000     6.00  8.839000e+10
79143     1842    11     30                0                0      5.0           5.0       40.0       8.0000     5.00  1.075000e+11
79147     2825     8    119                0                0      2.0           2.0       23.0       4.0000     6.00  9.565000e+10
79155      535     6      8                0                0      5.0           4.0       50.0      12.0000     4.00  1.280000e+11
79160      622     6      8                0                0      5.0           5.0       50.0      12.0000     4.00  1.280000e+11
79164      824     5     26                1                0      5.0           4.0       40.0      10.0000     4.00  9.250000e+10
79165      535     6      8                0                0      5.0           5.0       50.0      12.0000     4.00  1.280000e+11
79166     4103    13    242                0                0      2.0           2.0      155.0      15.0000    10.00  2.258000e+10
79167     2778     6     15                1                0      5.0          11.0      100.0      13.0000     8.00  3.400000e+11
79170      371     7     20                0                0      5.0           2.0       48.0      10.2000     4.70  4.375000e+10
79171      753     5     79                0                0      5.0           5.0       50.0      12.0000     4.00  1.120000e+11
79191     4104     3    110                1                0      5.0           3.0       20.0       4.0000     4.00  1.450000e+11
79192     4105     5     95                1                0      9.0           4.0       73.0      12.0000     6.00  2.710400e+11
79196     4106     0     87                1                0      1.0           2.0       30.0       3.0000     3.00  7.333000e+10
79198     1689     1     56                1                0      4.0           4.0       50.0      11.0000     4.00  6.400000e+10
79200      604    10    138                0                0      4.0           3.0       51.0       8.0000     6.00  7.647000e+10
79207      904     3    152                1                0      4.0           4.0       67.0      12.0000     5.00  1.014900e+11
79208      465    11     60                1                0      5.0           5.0       65.0      13.0000     5.00  1.615400e+11
79220      136     3     78                0                0      5.0           4.0       50.0      11.0000     4.00  1.320000e+11
79224     4107     1      1                0                0      3.0           4.0       76.0      15.0000     5.00  7.237000e+10
79226      850     6     15                0                0      5.0           3.0       41.0       9.0000     4.00  1.829300e+11
79232     1504     2    101                1                0      5.0           5.0       40.0      12.0000     4.00  1.050000e+11
79241      689     7     74                0                0      4.0           3.0       61.0       7.0000     4.00  6.557000e+10
79243      904     3    152                1                0      1.0           1.0       45.0      12.0000     5.00  2.000000e+11
79244     4108    11     28                0                0      5.0           3.0       50.0      12.0000     5.00  1.300000e+11
79246       23     9     21                0                0      4.0           3.0       36.0       9.0000     3.00  7.500000e+10
79248     1931     9     21                3                0      6.0           7.0       71.0      14.0000     4.00  9.014000e+10
79249     3489     6    149                0                0      5.0           3.0       33.0       7.0000     4.00  1.303000e+11
79250     4109    12     92                0                0      4.0           4.0       35.0      10.0000     3.00  3.143000e+10
79255     4110     6     33                0                0      5.0           3.0       36.0       7.0000     6.00  1.105600e+11
79266     3293     1     56                0                0      5.0           5.0       53.0      13.0000     4.00  8.962000e+10
79271      200     5     50                0                0      5.0           4.0       45.0      11.0000     4.00  1.155600e+11
79282       73     8     54                3                0      4.0           4.0       80.0      14.0000     6.00  1.937500e+11
79285      280     3    110                0                0      2.0           2.0       40.0     111.0000    36.00  7.500000e+10
79286      443     2      7                0                0      4.0           3.0       32.0       8.0000     4.00  7.344000e+10
79296       70    11     30                0                0      5.0           7.0       60.0      16.0000     3.00  1.316700e+11
79315     3826     1      1                0                0      5.0          11.0       90.0      18.7500     4.80  1.500000e+11
79326     1824    11    114                0                0      5.0           4.0       36.0       9.0000     4.00  9.167000e+10
79332     2180     6     13                1                0      6.0           4.0       30.0       6.0000     5.00  2.300000e+11
79335      664     0     41                0                0      4.0           4.0       40.0      10.0000     4.00  4.875000e+10
79337     3022     6    140                0                0      5.0           3.0       23.0       4.0000     6.00  1.195700e+11
79341     4111     0    141                0                0      3.0           3.0       28.0       9.0000     3.00  7.857000e+10
79342     4112     6     43                1                0      6.0           4.0       40.0      11.4000     3.50  1.875000e+11
79360      177     7     74                1                0      4.0           4.0      120.0      30.0000     4.00  1.083300e+11
79363     4113     0     11                0                0      4.0           3.0       22.0       6.0000     4.00  8.909000e+10
79364     4114     2     40                0                0      4.0           3.0       33.0       8.0000     4.00  6.909000e+10
79366      899     6    145                0                0      3.0           3.0       44.0      11.0000     4.00  6.591000e+10
79368      202     7     57                0                0      5.0           5.0       54.0      13.0000     4.00  1.037000e+11
79387     4115    11     29                1                0      4.0           5.0       70.0      17.0000     4.00  8.429000e+10
79389     1172     2      2                0                0      5.0           5.0       36.0       9.0000     4.00  9.306000e+10
79397      161     1     56                1                0      5.0           5.0       60.0      12.0000     5.00  5.917000e+10
79416       87     2      7                0                0      3.0           3.0       38.0      11.0000     3.00  5.000000e+10
79424     2190     0    112                0                0      5.0           3.0       50.0      10.0000     5.00  2.600000e+11
79442     4116     9     49                1                0      6.0           7.0       70.0      14.0000     5.00  9.143000e+10
79444      501    11     28                0                0      4.0           4.0       56.0      14.0000     4.00  1.375000e+11
79448      156     7     59                0                0      4.0           4.0       30.0       7.0000     4.00  7.833000e+10
79451      559    11     60                1                0      7.0           6.0       55.0      15.0000     4.00  2.581800e+11
79485     4117     6    145                0                0      5.0           4.0       46.0      10.0000     3.00  6.087000e+10
79489      511     0    141                0                0      3.0           2.0       12.0       4.0000     3.00  8.833000e+10
79492      743    10    161                0                0      4.0           4.0       54.0      14.0000     3.00  1.851900e+11
79493      136     3     78                1                0      3.0           5.0       48.0      10.0000     4.00  1.031300e+11
79494      343     7     20                0                0      4.0           3.0       30.0       7.0000     4.00  7.833000e+10
79499      657     2     39                3                0      4.0           5.0       58.0      15.0000     4.00  5.259000e+10
79501      267    11     60                1                0      3.0           3.0       47.0      12.0000     3.00  1.808500e+11
79507     1172     2      2                0                0      5.0           3.0       36.0       9.0000     4.00  8.889000e+10
79517      201    11     91                1                0      5.0           5.0       37.0       9.0000     4.00  1.675700e+11
79540     1271     4    162                0                0      5.0           3.0       31.0       8.0000     4.00  7.613000e+10
79556      685     2     40                0                0      4.0           3.0       33.0       6.0000     5.00  5.455000e+10
79561      899     6    145                0                0      3.0           3.0       45.0      13.0000     3.00  6.444000e+10
79563      721     3     32                0                0      4.0           4.0       66.0       8.0000     7.00  5.985000e+10
79572     3275     6     98                0                0      4.0           5.0       35.0       7.0000     5.00  7.429000e+10
79573     1271     4    162                0                0      2.0           4.0       45.0      10.0000     4.00  6.111000e+10
79580       29     2     23                0                0      7.0          11.0      105.0      12.0000     8.00  1.095200e+11
79582     4118     2    103                0                0      4.0           3.0       33.0       8.0000     4.00  4.545000e+10
79594     2548     8     45                0                0      4.0           3.0       26.0       9.0000     3.00  1.000000e+11
79595      510     2     39                0                0      4.0           3.0       33.0       9.0000     3.00  3.939000e+10
79600     4119     2    103                0                0      4.0           3.0       35.0      10.0000     3.50  4.857000e+10
79602     1440     3    152                3                0      5.0           6.0       74.0      12.0000     6.00  2.432400e+11
79605      471     5     62                1                0      4.0           5.0      133.0      18.0000     7.00  7.143000e+10
79606     1261     0     41                1                0      5.0           4.0       78.0      10.0000     9.00  3.076900e+11
79616      184     1     88                0                0      3.0           4.0       50.0      10.0000     5.00  5.600000e+10
79622     1345     8     45                0                0      5.0           4.0       65.0      12.0000     5.00  9.077000e+10
79624     4120     6     15                0                0      5.0           4.0       42.0      10.0000     3.50  6.429000e+10
79628      860     0     73                0                0      3.0           3.0       30.0       7.0000     4.00  7.333000e+10
79630      151     5      6                0                0      5.0           2.0       22.0       7.0000     2.00  1.295500e+11
79634      775     6      8                0                0      5.0           4.0       53.0      12.0000     4.20  1.049100e+11
79649     4121     1     65                1                0      4.0           7.0       73.0       9.0000     8.00  6.575000e+10
79660     4122     6     33                0                0      5.0           3.0       37.0       7.0000     6.00  1.073000e+11
79662     4123     7    111                0                0      4.0           4.0       60.0      15.0000     4.00  7.500000e+10
79670     1266     1    124                0                0      4.0           3.0       30.0       7.0000     4.00  7.500000e+10
79671       70    11     30                0                0      4.0           4.0       75.0      19.0000     3.80  9.267000e+10
79674     4124     8     75                0                0      5.0           4.0       19.0       4.5000     4.50  1.210500e+11
79676     4125     1     65                1                0      3.0           3.0       76.0      14.0000     5.00  7.237000e+10
79684      516     6    108                0                0      4.0           3.0       40.0      11.0000     3.00  1.075000e+11
79699      655     7     35                0                0      5.0           4.0       35.0       8.6000     4.00  1.600000e+11
79718     4126     6     15                1                0      5.0           4.0       27.0       9.0000     4.30  1.166700e+11
79720     4127     5     62                0                0      5.0           4.0       34.0       8.0000     3.00  9.853000e+10
79725     2067     7     57                0                0      5.0           3.0       32.0       8.0000     4.00  1.203100e+11
79741      555     7     20                0                0      4.0           2.0       30.0       6.0000     5.00  7.300000e+10
79764      131     8     75                0                0      5.0           4.0       23.0       6.0000     4.00  1.000000e+11
79792      177     7     74                1                0      3.0           4.0       60.0      12.0000     5.00  1.533300e+11
79798      703     1     86                1                0      4.0           3.0       70.0      14.0000     5.00  8.786000e+10
79803      899     6    145                0                0      3.0           3.0       44.0      12.0000     3.00  6.591000e+10
79815      243     7     59                0                0      2.0           2.0       42.0      11.0000     4.00  7.024000e+10
79818      826     0    166                0                0      5.0           3.0       42.0      12.0000     3.00  1.047600e+11
79821      457     0     11                0                0      4.0           4.0       38.0      11.0000     4.00  8.553000e+10
79824      246     5     51                0                0      4.0           3.0       30.0      10.0000     3.00  9.000000e+09
79825     1154     5    135                1                0      5.0           4.0       45.0      12.0000    45.00  1.742200e+11
79827     3527     0     73                1                0      3.0           2.0       30.0       7.5000     4.00  7.333000e+10
79828      149     1     31                1                0      3.0           4.0       68.0      16.0000     4.00  5.441000e+10
79834      899     6    145                0                0      3.0           3.0       45.0      11.0000     4.00  6.444000e+10
79842      180     7     80                0                0      5.0           3.0       25.0       8.0000     3.00  5.800000e+10
79845       36    11     29                0                0      3.0           4.0       80.0      13.0000     6.00  1.212500e+11
79877      277     2    108                1                0      5.0           5.0       60.0      15.0000     4.00  6.000000e+10
79878     3548     6    157                1                0      5.0           4.0       40.0      11.0000     3.00  1.500000e+11
79880     4128     3     67                0                0      5.0           3.0       32.0       8.0000     4.00  6.125000e+10
79883      222     6     24                0                0      5.0           4.0       40.0      10.0000     4.00  9.750000e+10
79887      469     0    133                0                0      5.0           4.0       40.0      10.0000     4.00  9.000000e+10
79897     4129     8    119                0                0      5.0           4.0       60.0      13.0000     4.00  1.166700e+11
79901      546     2    108                1                0      5.0           3.0       30.0      12.0000     3.00  1.033300e+11
79907     4130     6     33                1                0      8.0          11.0       65.0      16.0000     4.00  6.461500e+11
79912     1196     3    122                0                0      3.0           3.0       55.0      11.0000     5.00  8.909000e+10
79918     4131     5     50                0                0      6.0           4.0       39.0      10.0000     4.00  1.256400e+11
79920      287     2     94                3                0      4.0           4.0       50.0      12.0000     4.00  9.700000e+01
79921      774     6    157                0                0      5.0           3.0       22.0       5.0000     5.00  1.045500e+11
79930     4132     0     11                1                0      6.0           6.0       44.0       9.0000     5.00  1.590900e+11
79935      931     5     50                0                0      5.0           3.0       32.0       8.0000     4.00  7.813000e+10
79937       19     8     17                0                0      5.0           5.0       55.0       8.0000     6.00  1.600000e+11
79942     4133     2     94                0                0      3.0           3.0       38.0       9.0000     3.00  5.000000e+10
79949     4134     5     95                0                0      6.0           4.0       40.0      10.0000     4.00  1.225000e+11
79952     3736     0    109                0                0      5.0           3.0       30.0       9.5000     3.00  9.567000e+10
79958     3489     6    149                1                0      4.0           3.0       30.0       8.0000     4.00  6.333000e+10
79964      511     0    141                0                2      4.0           2.0       33.0       8.0000     4.00  7.121000e+10
79978      133    10     27                0                0      5.0           4.0       49.0      10.0000     5.00  1.265300e+11
79994     4135     0    141                0                0      5.0           4.0       45.0       9.0000     5.00  1.000000e+11
79998     1184     6     68                0                0      4.0           5.0       45.0      14.0000     3.00  9.556000e+10
80007     2388    10     27                0                0      5.0           4.0       49.0      10.0000     5.00  1.265300e+11
80008     4136    12     36                0                0      4.0           3.0       30.0       7.0000     4.00  5.833000e+10
80010     4137     5      6                1                0      5.0           4.0       50.0      10.0000     5.00  1.440000e+11
80017      790     7    137                0                0      4.0           3.0       36.0       9.4000     3.85  5.556000e+10
80019     4138    13    153                0                0      4.0           4.0       52.0       7.9000     6.50  5.288000e+10
80021      696     5     26                1                0      5.0           4.0       42.0       8.0000     5.00  8.571000e+10
80027      764    11     91                0                0      4.0           4.0       48.0      13.0000     3.00  1.395800e+11
80035     4139     5     26                0                0      4.0           3.0       36.0       7.0000     5.00  7.222000e+10
80040     1232     6     43                0                0      4.0           5.0       40.0      10.0000     4.00  1.025000e+11
80051     4140     6     46                0                0      5.0           5.0       42.0       7.0000     6.00  1.428600e+11
80053     4141     2     19                2                0      4.0           4.0      153.0      15.0000    10.00  6.339800e+01
80059     4142    20    169                0                0      4.0           3.0       35.0      10.0000     3.00  4.571000e+10
80071      363     2      2                0                0      4.0           3.0       35.0      10.0000     3.00  5.857000e+10
80105      784     1     31                0                0      5.0           3.0       40.0       5.0000     8.00  7.250000e+10
80106      131     8     75                0                0      5.0           3.0       25.0       7.0000     4.00  9.200000e+10
80111     1488     5     51                0                0      4.0           4.0       46.0      11.0000     4.00  1.152200e+11
80120      179     0     73                0                0      5.0           6.0       55.0      11.0000     5.00  8.182000e+10
80122      307    10    105                0                0      1.0           1.0       60.0      15.0000     4.00  8.667000e+10
80123     1196     3    122                1                0      7.0           6.0       40.0      10.0000     4.00  1.800000e+11
80142      460     8    129                0                0      5.0           3.0       36.0      10.0000     3.00  2.250000e+11
80143      103     8     12                0                0      6.0           8.0       59.0      11.5000     4.50  2.118600e+11
80148     4143     0     87                0                0      4.0           3.0       22.0       4.5000     5.00  9.773000e+10
80156      438     8    119                0                0      5.0           3.0       43.0      10.0000     4.20  9.535000e+10
80159     4144    11     60                1                0      7.0           6.0       81.0      11.0000     7.00  3.333300e+11
80164       67     5     51                0                0      3.0           2.0       45.0      13.0000     3.80  1.177800e+11
80166     4145    24    210                3                0      3.0           1.0      100.0      20.0000     5.00  1.200000e+10
80171      394     5     50                0                0      5.0           3.0       33.0       7.0000     5.00  7.879000e+10
80178     2156     6     82                0                0      4.0           4.0       38.0      11.0000     3.60  1.368400e+11
80188     4146     0    109                3                0      6.0           5.0       58.0       8.0000     7.00  2.327600e+11
80190     4147     2     39                0                0      4.0           2.0       32.0       8.3000     3.50  4.750000e+10
80202      841    11     30                0                0      4.0           4.0       60.0      15.0000     4.00  8.000000e+10
80208     4148    11     29                0                0      5.0           4.0       45.0      12.0000     3.50  9.778000e+10
80218      541     6     46                0                0      5.0           4.0       31.0       6.0000     5.20  1.129000e+11
80225     4149    11     28                1                0      5.0           4.0       45.0       9.0000     5.00  1.711100e+11
80227       33     5     26                0                0      3.0           3.0       30.0       8.0000     4.00  7.333000e+10
80255      594     3     78                0                0      5.0           4.0       35.0       9.0000     4.00  9.143000e+10
80271       17     6     15                0                0      5.0           4.0       45.0      10.0000     4.00  1.666700e+11
80274     4150     2    103                1                0      4.0           3.0       33.0       8.0000     4.00  6.515000e+10
80287     1225     6     24                0                0      5.0           4.0       45.0      10.0000     4.00  1.755600e+11
80288     3003     7     80                1                0      5.0           5.0       55.0      10.0000    55.00  1.363600e+11
80297      244     7    102                0                0      4.0           3.0       38.0      10.8000     3.50  5.789000e+10
80298     1502    11     47                1                0      6.0          11.0       47.0       4.0000    12.00  2.319100e+11
80299     4151     4    189                0                0      2.0           3.0       83.0      12.0000    63.00  2.892000e+10
80303     4152     8    119                2                0      1.0           4.0      209.0      18.0000    12.00  1.315800e+11
80307     4153    11     29                2                0      7.0          10.0       80.0      12.0000     7.00  1.625000e+11
80310        1     1      1                1                0      4.0           4.0       80.0      40.0000     4.00  1.125000e+11
80317     4154    11     29                1                0      7.0           6.0       70.0      14.0000     5.00  2.071400e+11
80320     2102     4      5                0                0      3.0           4.0       40.0      10.0000     4.00  5.500000e+10
80321      539     0    141                0                0      5.0           3.0       40.0      12.5000     4.00  1.425000e+11
80329     2156     6     82                0                0      3.0           2.0       45.0      11.0000     4.00  8.889000e+10
80338     4155     0    128                1                0      5.0           4.0       50.0      11.0000    48.00  2.600000e+11
80347      180     7     80                0                0      5.0           3.0       25.0       8.0000     3.00  5.800000e+10
80358      144     0      0                0                0      4.0           4.0       52.0      10.0000     5.00  7.500000e+10
80367     4156     6     68                3                0      5.0           5.0       75.0      15.0000     4.00  1.293300e+11
80375     4157    11     29                2                0      5.0           4.0       55.0      11.0000     5.00  1.727300e+11
80385      202     7     57                0                0      5.0           3.0       36.0      10.0000     3.60  7.778000e+10
80391      144     0      0                1                0      4.0           4.0       35.0       9.0000     5.00  1.628600e+11
80397       27     2     23                0                0      4.0           4.0       35.0      10.0000     3.00  8.143000e+10
80409     4158     0     11                0                0      4.0           5.0       37.0       3.0000    13.00  7.838000e+10
80414     4159     6     82                1                0      5.0           5.0      160.0      23.0000     6.00  2.368800e+11
80424       16     3     14                0                0      5.0           4.0       45.0      11.0000     4.00  1.155600e+11
80433     4160     8    119                0                0      5.0           4.0       50.0      10.0000     4.50  9.000000e+10
80444      892     5     51                0                0      5.0           4.0       45.0      11.0000     4.00  8.178000e+10
80454      853     4     97                0                0      4.0           4.0       35.0      10.0000     3.00  7.143000e+10
80456     2564     8     17                1                0      2.0           2.0       40.0      10.0000     4.00  9.722000e+10
80457      853     4     97                0                0      4.0           4.0       35.0      10.0000     3.00  7.143000e+10
80475      872    11     47                0                2      4.0           3.0       54.0      13.0000     4.00  3.704000e+10
80479     3975     0    166                3                0      5.0           3.0       39.0      12.0000     3.00  1.141000e+11
80496       50     6     38                0                0      1.0           2.0       50.0       9.0000     6.00  5.100000e+10
80498     4161    10     27                1                0      3.0           2.0       41.0      10.0000     4.00  2.317100e+11
80499     3982     1     56                0                0      1.0           1.0       46.0      13.0000    35.00  5.217000e+10
80500     1403    14     64                1                0      4.0           5.0       40.0      10.0000     4.00  2.125000e+11
80501       72     6     24                0                0      4.0           4.0       34.0      10.0000     3.00  8.676000e+10
80509      813     9     22                0                0      5.0           5.0       45.0      10.0000     4.00  8.222000e+10
80521       33     5     26                0                0      5.0           4.0       40.0      10.0000     4.00  1.000000e+11
80526     1999     6     89                0                0      5.0           6.0       45.0      11.8000     3.80  9.333000e+10
80527     4162    11     28                0                0      4.0           2.0       30.0       6.0000     4.00  1.250000e+11
80530      356     6     46                0                0      5.0           6.0       38.0      12.0000     3.00  1.447400e+11
80531     4163     6     24                0                0      4.0           3.0       35.0       8.0000     4.00  7.000000e+10
80533       30     6     24                0                0      4.0           3.0       32.0       8.0000     4.00  7.813000e+10
80537     1014     5    104                0                0      5.0           4.0       45.0      11.0000     4.00  1.111100e+11
80540     4164     1     76                0                0      4.0           4.0       30.0      10.0000     3.00  8.333000e+10
80547      144     0      0                0                0      3.0           3.0       40.0      13.0000     3.20  7.000000e+10
80575       93     5     62                0                0      3.0           2.0       26.0       4.0000     6.00  7.308000e+10
80590     4165     5     62                0                0      5.0           5.0       40.0       9.0000     4.00  5.500000e+10
80594       12     8     12                0                0      5.0           3.0       28.0       9.3000     3.00  6.964000e+10
80598     1154     5    135                0                0      5.0           3.0       72.0      10.0000     6.00  3.194000e+10
80601     4166    11     60                1                0      5.0           6.0       40.0      10.0000     4.00  1.000000e+11
80602     4167     2    108                0                0      2.0           2.0       30.0      10.0000     3.00  2.633000e+10
80604     2915     2     69                1                0      5.0           5.0       60.0      12.0000     5.00  1.266700e+11
80605     4168     6    149                0                0      5.0           3.0       35.0       7.0000     5.00  1.228600e+11
80619     1819     6     46                0                0      3.0           3.0       33.0       6.0000     6.00  5.606000e+10
80627      184     1     88                0                0      5.0           5.0       31.0       8.0000     4.00  1.129000e+11
80632      891     5     26                0                0      5.0           3.0       32.0      10.0000     3.00  9.531000e+10
80649      514     6     43                0                0      4.0           4.0       60.0       9.0000     6.00  1.225000e+11
80659     4169     6     68                1                0      4.0           2.0       30.0       7.0000     3.00  1.083300e+11
80662      525     2     40                1                0      4.0           4.0       50.0      10.0000     5.00  8.000000e+10
80663      882    10    105                0                0      4.0           6.0       50.0      13.0000     3.00  8.100000e+10
80668     1713     1    139                1                0      3.0           3.0      112.0      25.0000  4500.00  1.350000e+11
80669      701    11     47                0                0      5.0           4.0       36.0      10.0000     3.00  9.306000e+10
80672     4170     7     48                1                0      3.0           3.0       33.0       9.0000     3.00  1.181800e+11
80681      832     2     40                3                0      4.0           4.0       50.0      10.0000     5.00  8.000000e+10
80689      177     7     74                3                0      5.0           3.0       40.0       8.0000     5.00  9.750000e+10
80690     4171    13    153                1                0      1.0           1.0       59.0      15.0000    39.00  5.085000e+10
80693     2784    10    161                2                0      4.0           8.0      104.0      13.0000     8.00  1.105800e+11
80705      524    11     60                0                0      2.0           2.0       35.0       7.0000     5.00  8.000000e+10
80708     1196     3    122                0                0      6.0           4.0       40.0      10.0000     4.00  1.800000e+11
80720      103     8     12                0                0      7.0           5.0       38.0       7.0000     5.00  1.565800e+11
